CO-ID,Provider ID,المحافظة,المنطقة,شركة,التخصص الرئيسي,التخصص الفرعي,مقدم الخدمة,عنوان مقدم الخدمة,Telephone1,Telephone2,Telephone3,Telephone4,Hotline,Line Fax -1,Excluded Services,Action Date,Reason of Inactivation / Termination,Address1,Provider Type,Provider Name,Region,City,sub-speciality,speciality,ND Online Status,Provider Rank,Remarks,Status,,,,,,,,,,,,,,len1 ,len2,len3,len4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID001837,3497,القاهرة,المعادى,معمل,معمل,معمل التحاليل الطبية,ميجا لاب,93شارع 9 أمام محطة مترو المعادي-المعادي-القاهرة,20223592426,20229815217,20223592426,,,20223592426,-,25/02/2013,,93 Road 9,Laboratory,MegaLab Egypt,Maadi,Cairo,Laboratory,Laboratory,No,-,All,Active,,,,,,,,,,,,,,11,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID001837
CID001901,3395-B,القاهرة,المقطم,معمل,معمل,معمل التحاليل الطبية,ايجي لاب,73شارع 9 الهضبة العالية-المقطم-القاهرة,20225050599,,,,16522,,-,10-أكتوبر-2012,,"73 Road 9, Hadaba El Aleya",Laboratory,Egylab Egypt,Mokattam,Cairo,Laboratory,Laboratory,No,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID001901
CID001903,2329-B,القاهرة,المقطم,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,شارع 9 بجوار نادى مصر للتأمين-المقطم-القاهرة,"1225110227
",,,,16191,20233367080,-,09-مارس-2012,,"Street 9, Next to Misr Insurance Club",Laboratory,Alfa Laboratories - Egypt,Mokattam,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID001903
CID001904,1897-B,القاهرة,المقطم,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),رقم 377- منطقة د- الهضبة العليا-المقطم-القاهرة,01090011235,,,,19014,,-,09-مارس-2012,,"Hadaba Olya, Area D, no. 377.",Laboratory,Al Mokhtabar Laboratory - Egypt,Mokattam,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID001904
CID001930,2329-B,القاهرة,المنيل,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,47شارع المنيل-المنيل-القاهرة,"1281801886
",,,,16191,20233367080,-,09-مارس-2012,,47 El Manial Street,Laboratory,Alfa Laboratories - Egypt,Manial,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID001930
CID001931,2329-B,القاهرة,المنيل,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,87 شارع المنيل - القاهرة .,"1281561513
",201281561513,,,16191,,-,27/12/2015,,87 Manial St. Cairo,Laboratory,Alfa Laboratories - Egypt,Manial,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID001931
CID001932,104319,القاهرة,المنيل,معمل,معمل,معمل التحاليل الطبية,معامل مصر للتحاليل الطبية (د. هالة فوزى محمد سليم ),56ش المنيل - مصر القديمة - القاهرة,20225312805,,,,,,-,28/04/2016,,56 Al Manial Street - Masr el kadima - Cairo,Laboratory,Misr Medical Labs (Dr.Hala Fawzy Mohamed),Manial,cairo,Laboratory,Laboratory,No,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID001932
CID001933,1897-B,القاهرة,المنيل,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),87شارع المنيل الدور الأول شقة 1-المنيل-القاهرة,01090011242,,,,19014,,-,09-مارس-2012,,"87 Manial Street, First Floor, Apartment 1",Laboratory,Al Mokhtabar Laboratory - Egypt,Manial,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID001933
CID002043,3395-B,الجيزة,المهندسين,معمل,معمل,معمل التحاليل الطبية,ايجي لاب,28شارع جامعة الدول بجوار سوبر ماركت مترو-المهندسين- الجيزة,20233057500,,,,16522,20224055155,-,10-أكتوبر-2012,,"28 Gamea El Dowal Street, Next to Metro Supermarket",Laboratory,Egylab Egypt,Mohandessein,Giza,Laboratory,Laboratory,No,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002043
CID002051,2329-B,الجيزة,المهندسين,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,33 ش احمد عرابي-المهندسين- الجيزة,"1205111568
",,,,16191,20233367080,-,09-مارس-2012,,33 oraby st,Laboratory,Alfa Laboratories - Egypt,Mohandessein,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002051
CID002052,2329,الجيزة,المهندسين,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,برج الصفا الطبي - 1 ميدان الحجاز-المهندسين- الجيزة,20233366688,20233367080,,,16191,20233367080,-,09-مارس-2012,,"El Safa Medical Tower, 1 El-Hageaz Square",Laboratory,Alfa Laboratories - Egypt,Mohandessein,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002052
CID002055,3798-B,الجيزة,المهندسين,معمل,معمل,معمل التحاليل الطبية,معمل الدكتورة/ أمينة حساب,"19شارع البطل احمد عبد العزيز -العجوزه الجيزه -امام برج الحكمه الطبى -ناصيه عبد المنعم رياض
",,,,,16987,,-,04-يناير-2020,,"19 Al-Batal Ahmed Abdel Aziz Street - Agouza, Giza - in front of Al-Hikma Medical Tower - the corner of Abdel Moneim Riad
",Laboratory,Hassab Laboratory,Mohandessein,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002055
CID002056,1897-B,الجيزة,المهندسين,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),33 شارع احمد عرابى - المهندسين.-المهندسين- الجيزة,"01090011274
",,,,19014,,-,09-مارس-2012,,33 Ahmed Oraby Street,Laboratory,Al Mokhtabar Laboratory - Egypt,Mohandessein,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002056
CID002057,1897,الجيزة,المهندسين,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),51شارع الشهيد عبدالمنعم رياض - بجوار برج الأطباء - أمام سفارة السنغال-المهندسين- الجيزة,20233040355,,,,19014,,-,09-مارس-2012,,"51 Abdel Meneim Reyad Street, Next to Medical Tower, infront of Senegal Embassy",Laboratory,Al Mokhtabar Laboratory - Egypt,Mohandessein,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002057
CID002058,1897-B,الجيزة,المهندسين,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),60 شارع لبنان - اعلى بنك عودة - المهندسين.-المهندسين- الجيزة,01090011269,,,,19014,,-,09-مارس-2012,,"60 Lebanon Street, Above Bank Auda",Laboratory,Al Mokhtabar Laboratory - Egypt,Mohandessein,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002058
CID002059,1897-B,الجيزة,المهندسين,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),64شارع جامعة الدول-المهندسين- الجيزة,01090011201,,,,19014,20237601710,-,09-مارس-2012,,64 Gameat El Dowal El Arabia Street,Laboratory,Al Mokhtabar Laboratory - Egypt,Mohandessein,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002059
CID002060,2463,الجيزة,المهندسين,معمل,معمل,معمل التحاليل الطبية,معمل النخبة,21ش البطل أحمد عبد العزيز، الدور الثاني-المهندسين- الجيزة,20233051595,201279455846,201220444431,,16435,20233030647,-,09-مارس-2012,,"21 Elbatal Ahmed Abdelaziz Street,  2nd floor.",Laboratory,Elnokhba Laboratories-Egypt,Mohandessein,Giza,Laboratory,Laboratory,No,-,All,Active,,,,,,,,,,,,,,11,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002060
CID002163,2329-B,الجيزة,الهرم,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,162 شارع الهرم - الجيزة .,"1281680269
",,,,16191,,-,27/12/2015,,162 El Haram St. Gizza,Laboratory,Alfa Laboratories - Egypt,Al Haram,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002163
CID002164,2329-B,الجيزة,الهرم,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,"300 ش الهرم محطه الطالبيه عمارات منتصر فوق صيدليه الحوفى امام شركة سيد للأدويه
","1281801879
",,,,16191,20233367080,-,09-مارس-2012,,"300 Haram St., Talbeya Station, Montaser Buildings, above Al-Hofy Pharmacy, in front of Sayed Pharmaceuticals Company
",Laboratory,Alfa Laboratories - Egypt,Al Haram,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002164
CID002165,2329-B,الجيزة,الهرم,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,"417ش الهرم - محطة ومبى اعلى بيتزا هات
","1205115049
",201205115049,,,16191,20233367080,-,09-مارس-2012,,"417 Haram St., Wimpy Station, above Pizza Hut",Laboratory,Alfa Laboratories - Egypt,Al Haram,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002165
CID002168,1897-B,الجيزة,الهرم,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),132 مكرر شارع الهرم - اعلى البنك الاهلى المتحد - الهرم - الجيزة.-الهرم- الجيزة,01090011268,,,,19014,,-,09-مارس-2012,,"132 El Haram Street,Above United Bank",Laboratory,Al Mokhtabar Laboratory - Egypt,Al Haram,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002168
CID002169,1897-B,الجيزة,الهرم,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),307أ شارع الهرم - أمام فندق اوروبا -الطالبية- الجيزة,01066639664,,,,19014,,-,09-مارس-2012,,"307A Haram Street, Infront of Europe Hotel",Laboratory,Al Mokhtabar Laboratory - Egypt,Al Haram,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002169
CID002170,1897-B,الجيزة,الهرم,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),360 شارع الهرم - برج سعد بن ابي وقاص-  بجوار خزان المياه-الهرم- الجيزة,01090011220,,,,19014,,-,09-مارس-2012,,"360 Haram Street, beside the water container",Laboratory,Al Mokhtabar Laboratory - Egypt,Al Haram,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002170
CID002191,1897-B,الجيزة,الوراق,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),1ش عبدالسلام عبدالشافى متفرع من تراعة السواحل- وراق العرب - الجيزة .,01090100753,,,,19014,,-,16/02/2016,,1 Abdelsalam AbdelShafy  Off Elswahel Channel - Waraa ElArab,Laboratory,Al Mokhtabar Laboratory - Egypt,Al Waraq,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002191
CID002200,2329-B,الجيزة,امبابة,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,123 شارع الوحدة - إمبابة - الجيزة .,"1203301092
",,,,16191,,-,27/12/2015,,123 Weahda st - Imbaba - Giza .,Laboratory,Alfa Laboratories - Egypt,Imbaba,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002200
CID002201,1897-B,الجيزة,امبابة,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),123شارع الوحدة-امبابة- الجيزة,01090011236,,,,19014,,-,09-مارس-2012,,123 El-Wehda Street,Laboratory,Al Mokhtabar Laboratory - Egypt,Imbaba,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002201
CID002215,1897-B,الجيزة,بولاق الدكرور,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),170شارع ناهيا - اعلي الشبراوي بولاق الدكرور - الجيزة,01001811981,,,,19014,,-,20/11/2016,,170 Nahya Street - Above of Shabraouy,Laboratory,Al Mokhtabar Laboratory - Egypt,Bolaak El Dakror,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002215
CID002216,1897-B,الجيزة,بولاق الدكرور,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),شارع ناهيا ، برج الإسراء – بولاق الدكرور- الجيزة,01090011241,,,,19014,,-,09-مارس-2012,,"Nahia Street, Esraa Tower, Boulak el Dakrour",Laboratory,Al Mokhtabar Laboratory - Egypt,Bolaak El Dakror,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002216
CID002231,2329-B,القاهرة,جسر السويس,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,1 عمارات الميرلاند - جسر السويس -القاهرة,1274476698,,,,16191,,-,29/10/2016,,1 El Merland building - Gesr al Swiss,Laboratory,Alfa Laboratories - Egypt,gesr elswiss,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002231
CID002232,2329-B,القاهرة,جسر السويس,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,181 شارع جسر السويس امام بوابة 5 نادى الشمس-جسر السويس-القاهرة,1200009245,,,,16191,,-,30/03/2015,,181 Gesr El Suez street infront of gate 5-elshams club,Laboratory,Alfa Laboratories - Egypt,gesr elswiss,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002232
CID002234,1897-B,القاهرة,جسر السويس,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),100 شارع جسر السويس - ميدان الف مسكن - امام موقف رابعة,01090281113,,,,19014,,-,20/11/2016,,100 Gesr El Seuz street -  Alf Maskan square,Laboratory,Al Mokhtabar Laboratory - Egypt,gesr elswiss,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002234
CID002235,1897-B,القاهرة,جسر السويس,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),25  شارع جسر السويس تقسيم عمر بن الخطاب - اول جمال عبد الناصر,01090011267,,,,19014,,-,20/11/2016,,25 Gesr El Seuz street - Gamal Abdel Naser Street,Laboratory,Al Mokhtabar Laboratory - Egypt,gesr elswiss,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002235
CID002265,1897-B,الجيزة,حدائق الاهرام,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),121منطقة ج تقسيم الجمعية التعاونية - حدائق الأهرام-حدائق الاهرام- الجيزة,01090011285,,,,19014,,-,09-مارس-2012,,"Hadayek el Ahram, 121 distribution of Co-op",Laboratory,Al Mokhtabar Laboratory - Egypt,Hadayek El Ahram,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002265
CID002275,2329-B,الجيزة,حدائق الاهرام,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,البوابة الأولى ( ج 1 ) شارع جاردينيا - حدائق الأهرام - الجيزة .,"1277344081
",,,,16191,,-,27/12/2015,,Frist Gate ( G 1 ) -Gardenia st - Hadayek El Ahram - Giza .,Laboratory,Alfa Laboratories - Egypt,Hadayek El Ahram,Giza,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002275
CID002289,2329-B,القاهرة,حدائق القبة,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,1 عمارة الاوقاف - ميدان السواح - السواح,"1274466781
",,,,16191,,-,29/10/2016,,1 El Awqaf  Building - El Aswah Squer,Laboratory,Alfa Laboratories - Egypt,Hadayek El Kobba,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002289
CID002290,1897-B,القاهرة,حدائق القبة,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),127شارع مصر والسودان برج أ شقة 2أ - حدائق القبة-القاهرة,01090011254,,,,19014,,-,09-مارس-2012,,"127 Misr wel Sudan Street Building A,",Laboratory,Al Mokhtabar Laboratory - Egypt,Hadayek El Kobba,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002290
CID002307,2329-B,القاهرة,حلمية الزيتون,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,10 شارع ابن الحكم - ميدان الحلمية - أعلى بنك مصر - حلمية الزيتون - القاهرة .,1277344543,,,,16191,,-,27/12/2015,,10 Ibn El Hakam st - El Helmia square - Cairo .,Laboratory,Alfa Laboratories - Egypt,Helmyet el zeitoun,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002307
CID002308,2329-B,القاهرة,حلمية الزيتون,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,39شارع ابن الحكم - حلمية الزيتون-حلمية الزيتون-القاهرة,1220003461,,,,16191,20233367080,-,09-مارس-2012,,"39 Ibn El Hakam Street, Helmiat El Zaytoon",Laboratory,Alfa Laboratories - Egypt,helmyet el zeitoun,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002308
CID002310,3354-B,القاهرة,حلمية الزيتون,معمل,معمل,معمل التحاليل الطبية,معمل د/ سمير شاكر بدوي,199ش سليم الاول امام عمر افندي- حلمية الزيتون-حلمية الزيتون-القاهرة,20222403816,201278589150,,,,,-,24/09/2012,,"199 selim elawal st, infront of omar effendi",Laboratory,Samir Shaker Badawi Laboratory,helmyet el zeitoun,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002310
CID002348,2329-B,القاهرة,حلوان,معمل,معمل,معمل التحاليل الطبية,معامل ألفا,55 شارع رياض- ناصية شارع شريف-حلوان-القاهرة,"1200009242
",,,,16191,,-,02-مارس-2014,,55Riyad street-beging of Shreif street,Laboratory,Alfa Laboratories - Egypt,Helwan,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002348
CID002350,1897-B,القاهرة,حلوان,معمل,معمل,معمل التحاليل الطبية,معمل المختبر (د. مؤمنة كامل),55ش رياض تقطاع ش شريف,01090011217,,,,19014,,-,09-مارس-2012,,"55 Ryad Street, Off Sherif Street.",Laboratory,Al Mokhtabar Laboratory - Egypt,Helwan,Cairo,Laboratory,Laboratory,Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID002350
